,school_name,school_code,subject,count,CPI,year
2441,Sharon - Sharon High,2660505,ENGLISH LANGUAGE ARTS,146,0.995,10.0
2442,Sharon - Sharon High,2660505,MATHEMATICS,146,0.988,10.0
2445,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Voc Tech High School,8710605,ENGLISH LANGUAGE ARTS,141,0.988,10.0
2446,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Voc Tech High School,8710605,MATHEMATICS,141,0.943,10.0
2447,Sherborn - Pine Hill,2690010,ENGLISH LANGUAGE ARTS,125,0.97,10.0
2448,Sherborn - Pine Hill,2690010,MATHEMATICS,126,0.927,10.0
2461,Shrewsbury - Shrewsbury Sr High,2710505,ENGLISH LANGUAGE ARTS,200,0.993,10.0
2462,Shrewsbury - Shrewsbury Sr High,2710505,MATHEMATICS,200,0.963,10.0
2471,Silver Lake - Silver Lake Reg High,7600505,ENGLISH LANGUAGE ARTS,134,0.991,10.0
2472,Silver Lake - Silver Lake Reg High,7600505,MATHEMATICS,134,0.955,10.0
2475,Smith Leadership Academy Charter Public (District) - Smith Leadership Academy Charter Public Schoo,4190305,ENGLISH LANGUAGE ARTS,87,0.807,10.0
2476,Smith Leadership Academy Charter Public (District) - Smith Leadership Academy Charter Public Schoo,4190305,MATHEMATICS,86,0.648,10.0
2487,Somerville - Albert F. Argenziano School at Lincoln Park,2740087,ENGLISH LANGUAGE ARTS,119,0.7440000000000001,10.0
2488,Somerville - Albert F. Argenziano School at Lincoln Park,2740087,MATHEMATICS,119,0.632,10.0
2489,Somerville - Arthur D Healey,2740075,ENGLISH LANGUAGE ARTS,167,0.804,10.0
2490,Somerville - Arthur D Healey,2740075,MATHEMATICS,166,0.6629999999999999,10.0
2491,Somerville - Benjamin G Brown,2740015,ENGLISH LANGUAGE ARTS,60,0.9329999999999999,10.0
2492,Somerville - Benjamin G Brown,2740015,MATHEMATICS,59,0.89,10.0
2493,Somerville - E Somerville Community,2740111,ENGLISH LANGUAGE ARTS,201,0.7709999999999999,10.0
2494,Somerville - E Somerville Community,2740111,MATHEMATICS,200,0.643,10.0
2495,Somerville - John F Kennedy,2740083,ENGLISH LANGUAGE ARTS,138,0.877,10.0
2496,Somerville - John F Kennedy,2740083,MATHEMATICS,138,0.784,10.0
2497,Somerville - Somerville High,2740505,ENGLISH LANGUAGE ARTS,136,0.912,10.0
2498,Somerville - Somerville High,2740505,MATHEMATICS,140,0.8,10.0
2499,Somerville - West Somerville Neighborhood,2740115,ENGLISH LANGUAGE ARTS,71,0.8029999999999999,10.0
2500,Somerville - West Somerville Neighborhood,2740115,MATHEMATICS,71,0.6970000000000001,10.0
2501,Somerville - Winter Hill Community,2740120,ENGLISH LANGUAGE ARTS,135,0.752,10.0
2502,Somerville - Winter Hill Community,2740120,MATHEMATICS,135,0.606,10.0
2509,South Middlesex Regional Vocational Technical - Joseph P Keefe Tech HS,8290605,ENGLISH LANGUAGE ARTS,56,0.804,10.0
2510,South Middlesex Regional Vocational Technical - Joseph P Keefe Tech HS,8290605,MATHEMATICS,55,0.818,10.0
2513,South Shore Regional Vocational Technical - So Shore Voc Tech High,8730605,ENGLISH LANGUAGE ARTS,33,0.917,10.0
2514,South Shore Regional Vocational Technical - So Shore Voc Tech High,8730605,MATHEMATICS,33,0.871,10.0
2515,Southampton - William E Norris,2750005,ENGLISH LANGUAGE ARTS,148,0.88,10.0
2516,Southampton - William E Norris,2750005,MATHEMATICS,147,0.821,10.0
2519,Southborough - P Brent Trottier,2760305,ENGLISH LANGUAGE ARTS,246,0.976,10.0
2520,Southborough - P Brent Trottier,2760305,MATHEMATICS,246,0.84,10.0
2527,Southeastern Regional Vocational Technical - Southeastern Reg Voc Tech,8720605,ENGLISH LANGUAGE ARTS,135,0.893,10.0
2528,Southeastern Regional Vocational Technical - Southeastern Reg Voc Tech,8720605,MATHEMATICS,133,0.797,10.0
2535,Southern Worcester County Regional Vocational Technical - Bay Path Reg Voc Tech H S,8760605,ENGLISH LANGUAGE ARTS,114,0.917,10.0
2536,Southern Worcester County Regional Vocational Technical - Bay Path Reg Voc Tech H S,8760605,MATHEMATICS,116,0.888,10.0
2539,Southwick-Tolland - Southwick-Tolland Regional High,7660505,ENGLISH LANGUAGE ARTS,62,0.972,10.0
2540,Southwick-Tolland - Southwick-Tolland Regional High,7660505,MATHEMATICS,63,0.937,10.0
2543,Spencer-E Brookfield - David Prouty High,7670505,ENGLISH LANGUAGE ARTS,51,0.961,10.0
2544,Spencer-E Brookfield - David Prouty High,7670505,MATHEMATICS,51,0.912,10.0
2545,Spencer-E Brookfield - East Brookfield Elementary,7670008,ENGLISH LANGUAGE ARTS,63,0.889,10.0
2546,Spencer-E Brookfield - East Brookfield Elementary,7670008,MATHEMATICS,63,0.8370000000000001,10.0
2547,Spencer-E Brookfield - Knox Trail Junior High,7670415,ENGLISH LANGUAGE ARTS,131,0.8759999999999999,10.0
2548,Spencer-E Brookfield - Knox Trail Junior High,7670415,MATHEMATICS,131,0.63,10.0
2549,Spencer-E Brookfield - Wire Village School,7670040,ENGLISH LANGUAGE ARTS,190,0.878,10.0
2550,Spencer-E Brookfield - Wire Village School,7670040,MATHEMATICS,189,0.763,10.0
2581,Springfield - High School Of Commerce,2810510,ENGLISH LANGUAGE ARTS,108,0.752,10.0
2582,Springfield - High School Of Commerce,2810510,MATHEMATICS,102,0.588,10.0
2583,Springfield - High School/Science-Tech,2810530,ENGLISH LANGUAGE ARTS,110,0.711,10.0
2584,Springfield - High School/Science-Tech,2810530,MATHEMATICS,108,0.5720000000000001,10.0
2611,Springfield - Putnam Voc Tech High Sch,2810620,ENGLISH LANGUAGE ARTS,192,0.785,10.0
2612,Springfield - Putnam Voc Tech High Sch,2810620,MATHEMATICS,190,0.622,10.0
2621,Springfield - Springfield Central High,2810500,ENGLISH LANGUAGE ARTS,221,0.894,10.0
2622,Springfield - Springfield Central High,2810500,MATHEMATICS,220,0.722,10.0
2647,Stoneham - Stoneham High,2840505,ENGLISH LANGUAGE ARTS,79,0.987,10.0
2648,Stoneham - Stoneham High,2840505,MATHEMATICS,78,0.946,10.0
2661,Stoughton - Stoughton High,2850505,ENGLISH LANGUAGE ARTS,140,0.963,10.0
2662,Stoughton - Stoughton High,2850505,MATHEMATICS,143,0.9109999999999999,10.0
2667,Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,ENGLISH LANGUAGE ARTS,64,0.992,10.0
2668,Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,MATHEMATICS,64,0.992,10.0
2683,Sutton - Sutton High School,2900510,ENGLISH LANGUAGE ARTS,47,0.995,10.0
2684,Sutton - Sutton High School,2900510,MATHEMATICS,47,0.9520000000000001,10.0
2693,Swampscott - Swampscott High,2910505,ENGLISH LANGUAGE ARTS,84,0.9940000000000001,10.0
2694,Swampscott - Swampscott High,2910505,MATHEMATICS,83,0.973,10.0
2699,Swansea - Joseph Case High,2920505,ENGLISH LANGUAGE ARTS,83,0.9520000000000001,10.0
2700,Swansea - Joseph Case High,2920505,MATHEMATICS,83,0.867,10.0
2707,Tantasqua - Tantasqua Reg Sr High,7700505,ENGLISH LANGUAGE ARTS,121,0.955,10.0
2708,Tantasqua - Tantasqua Reg Sr High,7700505,MATHEMATICS,122,0.9470000000000001,10.0
2709,Tantasqua - Tantasqua Reg Voc,7700605,ENGLISH LANGUAGE ARTS,28,0.9109999999999999,10.0
2710,Tantasqua - Tantasqua Reg Voc,7700605,MATHEMATICS,28,0.893,10.0
2751,Tewksbury - Tewksbury Memorial High,2950505,ENGLISH LANGUAGE ARTS,119,0.9620000000000001,10.0
2752,Tewksbury - Tewksbury Memorial High,2950505,MATHEMATICS,119,0.924,10.0
2757,Tri County Regional Vocational Technical - Tri County Reg Voc Tech,8780605,ENGLISH LANGUAGE ARTS,102,0.9359999999999999,10.0
2758,Tri County Regional Vocational Technical - Tri County Reg Voc Tech,8780605,MATHEMATICS,103,0.922,10.0
2765,Triton - Triton Regional High School,7730505,ENGLISH LANGUAGE ARTS,97,0.966,10.0
2766,Triton - Triton Regional High School,7730505,MATHEMATICS,98,0.929,10.0
2773,Tyngsborough - Tyngsborough High School,3010505,ENGLISH LANGUAGE ARTS,63,0.9840000000000001,10.0
2774,Tyngsborough - Tyngsborough High School,3010505,MATHEMATICS,63,0.929,10.0
2779,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Voc Tech,8790605,ENGLISH LANGUAGE ARTS,73,0.9620000000000001,10.0
2780,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Voc Tech,8790605,MATHEMATICS,72,0.955,10.0
2783,Uxbridge - Uxbridge High,3040505,ENGLISH LANGUAGE ARTS,56,0.938,10.0
2784,Uxbridge - Uxbridge High,3040505,MATHEMATICS,56,0.915,10.0
2785,Uxbridge - Whitin Middle,3040015,ENGLISH LANGUAGE ARTS,310,0.93,10.0
2786,Uxbridge - Whitin Middle,3040015,MATHEMATICS,310,0.774,10.0
2787,Wachusett - Central Tree Middle,7750310,ENGLISH LANGUAGE ARTS,187,0.9440000000000001,10.0
2788,Wachusett - Central Tree Middle,7750310,MATHEMATICS,187,0.8220000000000001,10.0
2789,Wachusett - Chocksett Middle School,7750315,ENGLISH LANGUAGE ARTS,189,0.96,10.0
2790,Wachusett - Chocksett Middle School,7750315,MATHEMATICS,190,0.8859999999999999,10.0
2791,Wachusett - Davis Hill Elementary,7750018,ENGLISH LANGUAGE ARTS,118,0.892,10.0
2792,Wachusett - Davis Hill Elementary,7750018,MATHEMATICS,117,0.863,10.0
2793,Wachusett - Dawson,7750020,ENGLISH LANGUAGE ARTS,102,0.946,10.0
2794,Wachusett - Dawson,7750020,MATHEMATICS,102,0.941,10.0
2795,Wachusett - Glenwood Elementary School,7750060,ENGLISH LANGUAGE ARTS,121,0.9359999999999999,10.0
2796,Wachusett - Glenwood Elementary School,7750060,MATHEMATICS,121,0.89,10.0
2797,Wachusett - Houghton Elementary,7750027,ENGLISH LANGUAGE ARTS,104,0.935,10.0
2798,Wachusett - Houghton Elementary,7750027,MATHEMATICS,104,0.9059999999999999,10.0
2799,Wachusett - Leroy E.Mayo,7750032,ENGLISH LANGUAGE ARTS,128,0.943,10.0
2800,Wachusett - Leroy E.Mayo,7750032,MATHEMATICS,128,0.9079999999999999,10.0
2801,Wachusett - Mountview Middle,7750305,ENGLISH LANGUAGE ARTS,384,0.98,10.0
2802,Wachusett - Mountview Middle,7750305,MATHEMATICS,385,0.882,10.0
2805,Wachusett - Paxton Center,7750040,ENGLISH LANGUAGE ARTS,182,0.941,10.0
2806,Wachusett - Paxton Center,7750040,MATHEMATICS,183,0.9,10.0
2807,Wachusett - Thomas Prince,7750045,ENGLISH LANGUAGE ARTS,131,0.958,10.0
2808,Wachusett - Thomas Prince,7750045,MATHEMATICS,131,0.899,10.0
2809,Wachusett - Wachusett Regional High,7750505,ENGLISH LANGUAGE ARTS,255,0.9790000000000001,10.0
2810,Wachusett - Wachusett Regional High,7750505,MATHEMATICS,254,0.9670000000000001,10.0
2817,Wakefield - Wakefield Memorial High,3050505,ENGLISH LANGUAGE ARTS,129,0.9670000000000001,10.0
2818,Wakefield - Wakefield Memorial High,3050505,MATHEMATICS,129,0.93,10.0
2837,Walpole - Walpole High,3070505,ENGLISH LANGUAGE ARTS,132,0.991,10.0
2838,Walpole - Walpole High,3070505,MATHEMATICS,131,0.9640000000000001,10.0
2853,Waltham - Waltham Sr High,3080505,ENGLISH LANGUAGE ARTS,147,0.956,10.0
2854,Waltham - Waltham Sr High,3080505,MATHEMATICS,147,0.879,10.0
2863,Wareham - Minot Forest,3100017,ENGLISH LANGUAGE ARTS,163,0.883,10.0
2864,Wareham - Minot Forest,3100017,MATHEMATICS,163,0.768,10.0
2865,Wareham - Wareham Middle,3100305,ENGLISH LANGUAGE ARTS,325,0.904,10.0
2866,Wareham - Wareham Middle,3100305,MATHEMATICS,321,0.7170000000000001,10.0
2867,Wareham - Wareham Senior High,3100505,ENGLISH LANGUAGE ARTS,100,0.943,10.0
2868,Wareham - Wareham Senior High,3100505,MATHEMATICS,99,0.836,10.0
2875,Watertown - Watertown High,3140505,ENGLISH LANGUAGE ARTS,92,0.9570000000000001,10.0
2876,Watertown - Watertown High,3140505,MATHEMATICS,91,0.915,10.0
2883,Wayland - Wayland High School,3150505,ENGLISH LANGUAGE ARTS,125,0.9940000000000001,10.0
2884,Wayland - Wayland High School,3150505,MATHEMATICS,124,0.996,10.0
2891,Wellesley - Ernest F Upham,3170050,ENGLISH LANGUAGE ARTS,55,0.941,10.0
2892,Wellesley - Ernest F Upham,3170050,MATHEMATICS,55,0.8590000000000001,10.0
2893,Wellesley - Hunnewell,3170025,ENGLISH LANGUAGE ARTS,85,0.9440000000000001,10.0
2894,Wellesley - Hunnewell,3170025,MATHEMATICS,85,0.8740000000000001,10.0
2895,Wellesley - John D Hardy,3170020,ENGLISH LANGUAGE ARTS,69,0.9570000000000001,10.0
2896,Wellesley - John D Hardy,3170020,MATHEMATICS,68,0.893,10.0
2897,Wellesley - Joseph E Fiske,3170015,ENGLISH LANGUAGE ARTS,100,0.94,10.0
2898,Wellesley - Joseph E Fiske,3170015,MATHEMATICS,100,0.91,10.0
2899,Wellesley - Katharine Lee Bates,3170005,ENGLISH LANGUAGE ARTS,89,0.9470000000000001,10.0
2900,Wellesley - Katharine Lee Bates,3170005,MATHEMATICS,90,0.9,10.0
2901,Wellesley - Schofield,3170045,ENGLISH LANGUAGE ARTS,104,0.87,10.0
2902,Wellesley - Schofield,3170045,MATHEMATICS,104,0.8440000000000001,10.0
2903,Wellesley - Sprague Elementary School,3170048,ENGLISH LANGUAGE ARTS,106,0.9620000000000001,10.0
2904,Wellesley - Sprague Elementary School,3170048,MATHEMATICS,105,0.9359999999999999,10.0
2905,Wellesley - Wellesley Middle,3170305,ENGLISH LANGUAGE ARTS,554,0.987,10.0
2906,Wellesley - Wellesley Middle,3170305,MATHEMATICS,555,0.9109999999999999,10.0
2907,Wellesley - Wellesley Sr High,3170505,ENGLISH LANGUAGE ARTS,178,0.996,10.0
2908,Wellesley - Wellesley Sr High,3170505,MATHEMATICS,178,0.9890000000000001,10.0
2929,West Springfield - West Springfield High,3320505,ENGLISH LANGUAGE ARTS,143,0.9,10.0
2930,West Springfield - West Springfield High,3320505,MATHEMATICS,141,0.856,10.0
2937,Westborough - Westborough High,3210505,ENGLISH LANGUAGE ARTS,113,0.998,10.0
2938,Westborough - Westborough High,3210505,MATHEMATICS,112,0.987,10.0
2939,Westfield - Abner Gibbs,3250020,ENGLISH LANGUAGE ARTS,36,0.785,10.0
2940,Westfield - Abner Gibbs,3250020,MATHEMATICS,36,0.6809999999999999,10.0
2941,Westfield - Franklin Ave,3250015,ENGLISH LANGUAGE ARTS,71,0.799,10.0
2942,Westfield - Franklin Ave,3250015,MATHEMATICS,70,0.604,10.0
2943,Westfield - Highland,3250025,ENGLISH LANGUAGE ARTS,134,0.8340000000000001,10.0
2944,Westfield - Highland,3250025,MATHEMATICS,133,0.705,10.0
2945,Westfield - Munger Hill,3250033,ENGLISH LANGUAGE ARTS,100,0.9179999999999999,10.0
2946,Westfield - Munger Hill,3250033,MATHEMATICS,100,0.858,10.0
2947,Westfield - North Middle School,3250305,ENGLISH LANGUAGE ARTS,354,0.915,10.0
2948,Westfield - North Middle School,3250305,MATHEMATICS,355,0.7020000000000001,10.0
2949,Westfield - Paper Mill,3250036,ENGLISH LANGUAGE ARTS,124,0.887,10.0
2950,Westfield - Paper Mill,3250036,MATHEMATICS,124,0.782,10.0
2951,Westfield - South Middle School,3250310,ENGLISH LANGUAGE ARTS,290,0.8959999999999999,10.0
2952,Westfield - South Middle School,3250310,MATHEMATICS,290,0.693,10.0
2953,Westfield - Southampton Road,3250040,ENGLISH LANGUAGE ARTS,119,0.9009999999999999,10.0
2954,Westfield - Southampton Road,3250040,MATHEMATICS,119,0.8029999999999999,10.0
2955,Westfield - Westfield High,3250505,ENGLISH LANGUAGE ARTS,189,0.9470000000000001,10.0
2956,Westfield - Westfield High,3250505,MATHEMATICS,191,0.88,10.0
2957,Westfield - Westfield Voc Tech High,3250605,ENGLISH LANGUAGE ARTS,34,0.89,10.0
2958,Westfield - Westfield Voc Tech High,3250605,MATHEMATICS,34,0.706,10.0
2969,Westford - Westford Academy,3260505,ENGLISH LANGUAGE ARTS,179,0.992,10.0
2970,Westford - Westford Academy,3260505,MATHEMATICS,179,0.985,10.0
2975,Weston - Weston High,3300505,ENGLISH LANGUAGE ARTS,86,0.997,10.0
2976,Weston - Weston High,3300505,MATHEMATICS,86,0.985,10.0
2981,Westport - Westport High,3310505,ENGLISH LANGUAGE ARTS,48,0.927,10.0
2982,Westport - Westport High,3310505,MATHEMATICS,48,0.8909999999999999,10.0
2995,Westwood - Westwood High,3350505,ENGLISH LANGUAGE ARTS,116,0.991,10.0
2996,Westwood - Westwood High,3350505,MATHEMATICS,115,0.978,10.0
3017,Weymouth - Weymouth High School,3360505,ENGLISH LANGUAGE ARTS,224,0.938,10.0
